cleaned_text,mapped_label,predicted,confidence
Requires payment to complete the course.,Neutral,Negative,0.5070032321497221
In spite of this course being very basic it give you a quick highlight on the fundamentals of management principles.,Neutral,Positive,0.44734979817936743
It is a good course but rather for real beginners on a basic level. But everything is clear.,Positive,Neutral,0.5326525959363427
as start up knowledgeit is ok,Positive,Neutral,0.651442322235708
"The final project is the real challenge, the course lectures are just and introduction and you learn the hard way with the project.",Neutral,Positive,0.5641795593233838
It just could not be better!,Positive,Negative,0.5150990646481715
"I learned so much. However, the lack of support when I got stuck made it a frustrating experience. I would not have been able to pass without the discussion forum tips. Even then, it was a lot of mucking in the dark and assignments took longer to complete than they should have. I'm glad I took the course but it was not designed for someone at my skill level. If the discussion forum was organized in a better way, it would have helped -- I had to scroll through pages of text to find the right tips to identify my mistakes. Sometimes the question requirements were oddly or ambiguously phrased and I misunderstood the expectation for the function being tested.",Neutral,Negative,0.4433164203583601
"The course was ok, but at times too much theoretical when it comes to proofs of some methods are working as expected. I think its good to know the principles of parallelizing application and changing the potential algorithms, but this has applicability only in specific fields like comlex computations that need to be highly parallelized and less likely you would use these principles in standard backend development",Positive,Neutral,0.522591204272262
Please show the quiz answers for verification purpose since we have to buy the course to submit answers,Neutral,Negative,0.6196357827897668
"May be my english is too bad, but i found this course too difficult to understand, especially pick all the right answers in a list.",Neutral,Negative,0.4922179956595532
I really liked the fact that we were given an overview of all the machine learning techniques before we actually delve deeper. However I would have rather appreciated it further if we used open source python libraries rather than graphlab!I think the use of graphlab really did limit our scalability and use elsewhere other than on the course.Please do consider using open source tools in further courses and also provide starter code for the assignments in one open source library in addition to the code provided using graphlab.,Neutral,Positive,0.6050672161207509
"I had rated the course earlier but would like to amend my statement. By some uncanny chance, I have just managed to pass the final assignment on my fourth try, which means I have passed my course. I still believe my original observations are valid. Thank you.",Neutral,Positive,0.6191724112253609
That was very informative and motivating course. I wish the quiz was not that detail oriented and hard..,Neutral,Positive,0.6218976912179532
"I would suggest to remake the lessons. The speech by the author is very interesting, but the images are a bit poor (and boring) in the sense of not completing to much their explainations. Thanks.",Positive,Negative,0.5900260387741715
"The course was enjoyable for the most partand I increased my skill level. The videos, for the most part, were good. However, consider revising some of the one for Fusion to include demonstrations for the sweep, loft, and revolve tools in the Sculpt mode if they are to be included in assignments. These were not as intuitive as the others and required reliance on videos found on Autodesk as well as Youtube. Additionally, it would be helpful to slow the pace in illustrating ""how-to"" in the videos. There seemed to be steps omitted and I found it difficult at times to reconstruct all the steps. Finally, I noticed that staff/mentor help was not readily available for weeks, when participants posted queries in the forum.",Positive,Neutral,0.4557553870375608
The lectures and assignments questions are more about the history of the internet and HTML. although I've finished the course but it wasn't as good as i thought.,Negative,Neutral,0.5608759815531881
Interesting to say the leastWhy cant i access my certificate. I paid and successfully passed,Negative,Positive,0.6509548058123713
"I would give this lecture a three because it is a very independent and useful course, but I feel like the presentation skills could have been improved upon and found the information very dry. I really liked the intent and where she was going.It was easy to follow and complete, although there was something missing for me.",Neutral,Positive,0.5830468375739509
"Excellent, the instructors teach in an almost mersmerising (sorry will have to spell check that later) way. Totally fascinated by the course as I intend to write articles in the long run. I was many years ago a commercial photographer, however my pictures seem to tell a story and they are not photoshoped. So its envitable that i could not set the world on fire in that realm, but with the journalism course, I can see a way forward. Joe Grim has to have a mention just simply his saying thank you at the end of each lecture, its not something you see from people these days, then there are some very interesting personalities teaching in this course. I expect to come back and do the full specialisation at the end of this.",Positive,Negative,0.5559824946735201
Good short course. I would have like a few more quizzes on top of the assignements for repetition,Positive,Neutral,0.5017977644142365
Hey corsera kindly check my week 4 answers please i answered it before and no one doesn't checking it i finished all the weeks except week 4 thank you.,Positive,Negative,0.488228846932373
Some points were technical making a key understanding of how to present a resume,Neutral,Positive,0.6864561765377079
Great introduction to the clinical statistic usually encountered while reading medical or biology literature. However it would be much appreciated if more calculations could be incorporate into this course.,Neutral,Positive,0.5839030689595212
Please stay away from this course.,Negative,Positive,0.48472105081944455
"Excellent introduction into the subject. A lot of theory and practical illustrations. Surely, to master the material entirely you should practice for years. But the course gives a thorough overview of what the blues means. If you don't learn how to play it you at least will understand what happens there. My only critics is that I did not found any written materials that are used in the lectures. I don't understand why. I used the printscreen button to get examples from the videos. Would not it be much easier to include the music sheets that are disposed publicly anyway.",Positive,Neutral,0.3882487596313552
"2 weeks were balanced and thought-provoking and one was silly, but entertaining... therefore three starts with 2 stars taken out for ending a good course with a week of silliness.",Neutral,Positive,0.7256684529668346
Some week cources are great others are too confusing or scatchy.,Positive,Neutral,0.5139552392652842
it is good thing to learn,Negative,Positive,0.914555146873331
Good general change management strategies as they relate to a complex health care environment,Neutral,Positive,0.6344239404452244
"Practical to do if you are continuing with specialization. Ensures all students have the correct setup, which is important. I'm not sure how useful it would be on its own though.",Positive,Neutral,0.3850082596543802
"Great course for Teachers or those, like me, who want to gain general knowledge. I like the diversity of reading, video content and quizzes and the aspects of geology that were covered.",Neutral,Positive,0.9435345563170503
need more engagement and exercises before every week task,Neutral,Positive,0.7068540672247389
"This course was pretty cool. A lot of very useful stuff was covered, but I feel like it went too fast.But I think it could be better connected together in terms of broad principles, rather than just going through tons of particular examples. I still don't feel like I have a ""mental framework"" for how to lay out a web page, other than the basics of the 12-column grid system. It all seemed very ad hoc.It's by no means a bad course, and I still gave it four stars since the material is very useful, but I definitely think it could be improved upon.Also, the ratio of homework/lectures is way too low. I definitely think the course should put more emphasis on actually creating websites oneself. Many of the homework assignments took me under an hour -- after I spent hours watching all the videos and taking notes trying to remember it all.",Positive,Neutral,0.48766699915762884
"It's not bad, but not amazing. I would recommend University of Michigan's Programming for Everybody (Python) over this course. While the game-oriented approach is fun, I don't like the excessive focus upon the simplegui module which was created by the instructors specifically for this course. You will learn some basic python concepts, but you'll spend way too much time learning how to use this module which you will likely never use again, and this is at the expense of learning how to use some of the more commonly used standard modules (eg datetime, sys, etc). I also found glitches in the materials, and many of the questions and grading rubrics are unclear or ambiguous. Very frustrating.",Neutral,Negative,0.47468998817623387
"It would be good to be able to complete the quizzes even if you are not paying for the certificate, this would enable people to understand how much they have taken away from the class.",Positive,Negative,0.5096786884091372
"Great, I just didn't like editing old stuff - I'd have preferred them asking for separate writing and reading lessons.",Positive,Negative,0.4610099890571076
The final assignment is challenging. But it would benefit a lot if you work hard to finish it.If there is more detailed instruction for the assignment would help the students finish the assignment.,Positive,Neutral,0.5145141059742822
"Good survey of the material, but assignments are superficial.",Positive,Neutral,0.6255560652341791
It seemed like course material had little to do with the assignments. Teach us how to read alphabets and assignment is to write poetry. Big jump!,Neutral,Negative,0.47529967477059337
"Good for beginner, but somehow too simple for further study.",Positive,Neutral,0.5255643688201412
Subjects are not covered in depth but it's a comprehensive overview. Looking forward to the next courses in the specialization.,Positive,Neutral,0.5555361369356123
Someone who doesnt pay doesnt really participate in this course,Negative,Positive,0.5622213857306722
Very poorly constructed with links in the final exam that didn't work so I couldn't finish the exam. Then I was graded after only finishing 4/5 of the exam. I managed to get everything straightened out but it took some effort.,Neutral,Negative,0.5702428831209655
"This is a very good and informational course : however, the person who is speaking tends to have a lot of mums and stammers a lot. Overall, pretty decent course.",Neutral,Positive,0.6364645459422822
"This was a really good course. I was mostly interested in the music and related culture, but I will be interested to read some of the books that were discussed. Thanks!",Neutral,Positive,0.7532285274805897
"It is a very good course, but it does not follow the same level of proposed work as in the previous course (R Programming).",Positive,Neutral,0.5309589632023561
"At times the homework requirements are not well-detailed, comparing to the grading instructions.",Positive,Neutral,0.4747246695240567
She just started with wk 2. There should have been more explanation and videos in week 1...not very interesting. I think statistics you need to take in person.,Negative,Neutral,0.46605149286348213
"Good, but not so deeply good",Positive,Neutral,0.792705644925647
Needs to be a little more technical and kick up the level of difficulty a notch or two.,Positive,Neutral,0.6129964291714507
"Good starting point. If you know the three languages this course could be basic, but (as lot of dev are) if you lack JS knowledge it's a good starting point too!",Positive,Neutral,0.5281801043714857
"Video lectures could be a little bit shorter by cutting basic explanations, for example, don't need to go thru the whole list oz numbers to see that each of them is smaller or larger.",Positive,Neutral,0.41838010776526907
"The material covered in the course is adequate and relevant to various aspects to our social lives. The course's purpose is to get you acquainted with the broad field of emotion study, to pique curiosity and fuel further research and deep dives into the multiple topics that are presented. It does this very well by offering lots of references to research papers, articles and videos. The course doesn't aim to dig deep into its topics. This remains as your task depending on your interests. As a final note, and this is critique I've already submitted, the presenter doesn't add too much to the slides in the videos. He basically reiterates what is written on the slides and doesn't expand on it much or at all. You're basically given links and references to what to learn by yourself. Hopefully this will change in future reiterations of the course.",Neutral,Negative,0.4323907878254175
I learned some helpful tips on how to edit and how to better structure a story. But there were assignments particularly on the last two that should have used assignment two or three.,Positive,Neutral,0.45536407793502925
There were key definitions and concepts that were stated wrong in this course. Please read the student forum for details.,Negative,Neutral,0.40702426695044464
"It is super nice, but still needs more challenging concepts, sometimes I found it was mostly information I knew while it could be something I never paid attention to regarding the subject.",Positive,Neutral,0.5402039389692274
"Good course content. However, the classes feel a little short for such a long topic.",Positive,Neutral,0.6476902666706343
"Basic, but good.",Positive,Neutral,0.625981981369677
I'm not really used to online classes but the information was helpful.,Positive,Neutral,0.5979947063507884
"Great course! One sugestão I have is to teaching how to use FileResource,URLResource, DirectoryResource, Pixel, ImageResource, etc, without using the edu.duke, because in the real word we don’t use this library. I know this library can facilitate the coding, but when the students use another IDE, they will not can do the same coding as they used on course.",Positive,Negative,0.5937235570724974
this course needs much more evidences and examples to support the valuable information.,Negative,Neutral,0.45174934528436167
"A bit outdated now, however it is still a good resource to get started.",Neutral,Positive,0.48567868581224216
"Good. But presentation is not satisfactory.However, thanks a lot for this course :)",Positive,Neutral,0.6092174804675947
The course should have been more thorough and should have been accompanies with good programming exercises as well..At some starting course there was also some cross talk among the instructors. The module on image processing should be reviewed as after some point it becomes sort of boring.,Negative,Neutral,0.4339555542994655
"Awesome, straight to the point and full of great new ideas, I just wish it was longer",Neutral,Positive,0.9708988339443388
"I'm leaving because I can't keep up with an 8 week course given in 4 weeks, and even less if the course keep on refering to the 8 weeks time frame. A pity, I loved this course.",Neutral,Positive,0.6801102942072265
I learned some creative codings in html 5,Neutral,Positive,0.7288548937818143
"good! though i still not good at R, but i can follow swirl now, thx, i'll go on",Positive,Negative,0.46269362415001236
"While this is a great course for introductory programming, I believe that it suffers from its focus on cokeskultpor UI design. The main issue I have with it is that these skills are not easily transferred to real world applications. I think some time spent on a basic introduction to tkinter would be good to help get people started on how to make their own programs.I found that the grading rubrick in particular focused too much on simple UI elements and not enough on making sure that the code was good or that the game even worked. For example, I had one person who had everything in pong perfect except that the score was added when the ball hit the paddle. This meant that the game as whole did not work as expected, but it only cost him 2 marks.",Positive,Neutral,0.6233804552918558
"Good course, but outdated. The SDGs were agreed upon in 2015 and there are already ajor efforts ongoing to implement them. The course only mentioned the draft SDGs, which changed considerably later on. Therefore, the course is useful for Background Information on SDGs, but not to get up-to-date with the SDG process.",Negative,Neutral,0.5699902566050427
There are some incorrect answers in quizes and some instructions for the ssigments are qiute unclear...,Neutral,Negative,0.5670003231458655
"The Instructor is excellent and easy to follow. The readings were rich with information. The subject matter is very good, the quizzes reinforce the information instructed, and the testing is sufficient.I would rate the course a 4.5 with the exception of the Peer Review portion. The staff does not enforce the Rubric Instructions for the Peer Review(at least my experience).Most reviews do not critique, offer constructive criticism, and in some cases I am confident, the answers were not even read. I would like to know why a score was felt appropriate... if I received a 10, what worked so well? If the score was a 7, what can I do, in your opinion, to improve the answer? The overwhelming majority of reviews were simply ""very good"", ""excellent"", and ""nice job"". These answers do not fulfill the rules outlined at the start of each course and I believe students not completing the Review properly should have their grades reduced or listed as incomplete.",Neutral,Positive,0.40248552497188833
"Very well explained, but it should have been called ""Basic Javascript"" because I'm sure many topics are missing. Moreover, the lecturer kept on saying ""Now stop and write some code"" but it's pretty hard to imagine a code from scratch, so I would suggest having (many) more exercises. (The existing ones were also very simple)",Positive,Neutral,0.5705752838702985
"I had to keep pausing the videos because he kept rushing through the material. The notes that appeared on the sides were very hopeful, but rarely stayed on the screen long enough for me to write down the first note! It was very informative and interesting.I WOULD recommend this to someone else, however I really wish that the notes stayed on the screen either as he talks (until he gets to a new topic. EX. Egypt VS. Babylon- the whole topic of Egypt VS. Babylon the notes for it are on the side of the screen. When it gets to the next topic-- say Neo-Babylonians, the notes for that topic appear ), or just long enough for people to read the notes and copy them down.",Positive,Neutral,0.42799939816845833
"The approach in this course is incorrect, I think that will be a course with more concret examples, but is a course with a lot of teory that is not applied.",Negative,Neutral,0.46485544660528383
"Good course for general knowledge of the subject. I felt the amount of reading, especially the 4th week, should be more accurately represented. At least for time management.",Positive,Neutral,0.561535928683993
"Content of the course is great. However , at time assignments are very difficult to understand. There are probably very few students who take this course at any time , so you dont get much help from forums. TA's and Professor as well have not responded to any of our questions. I dont expect any course to be cakewalk but at least some help need to be provided.",Positive,Neutral,0.4450658655888748
There are many interesting elements in the course but one of the coaches I can't connect to. I don't buy that coaches pitch as genuine.,Neutral,Positive,0.48392375666666937
Very good course. Interesting tips and summaries. Very helpful.,Neutral,Positive,0.9950520103963054
"It's too easy! I know this is a beginner course, but in my opinion, it's too easy and slowly.",Positive,Neutral,0.5056632174008231
Entry level for writing English emails.,Neutral,Positive,0.5892444024623269
I'm loving it although the written part is very difficult. I won't give up. :),Positive,Negative,0.36129804187782305
"Great HTML5 primer, not enough detail in the course, but honestly, how can you cover everything in three weeks? It's impossible with this format but I think UM, Colleen and Coursera did a fabulous job creating a short and welcoming intro HTML5 course. I'm already signed up for her CSS3 course!",Positive,Neutral,0.40775916104591514
"The synopsis for the course claims you need previous programming experience >I don't really have any experience in any of these languages except perhaps C from many years ago. However, I do have experience in Lisp and I found that the languages are extremely similar. In many cases I could think in Lisp and write in Scala, which is sort of like Lisp with type annotations, not always, but often. There are a couple of places in the course where the author assumes you know java. I think this is a mistake. You basically need to know the names of some java methods to work the exercise. But I just asked in the forum and someone gave me the correct method names.",Positive,Negative,0.3553410269134594
if you're a somewhat experienced programmer looking to start and hand on learn how to build apps this course is not for you.,Neutral,Positive,0.48247121281734073
"Good overall syllabus, but needs more concentration on Objective C.",Positive,Neutral,0.6339314276228674
Too little course material; video's too flashy (noisy) and do not discuss enough information,Neutral,Negative,0.5737340745204256
This course is alright. For some reason I liked the regression course more as this one was a little to simple in terms of the practical.,Positive,Neutral,0.5268824155127455
"Not what I was expecting, but for the ones who enjoy social networks and want to learn, I recommend.",Neutral,Positive,0.42481316762059723
"This course has amazing breath. Most other specializations are organized chronologically (i.e. Course 1: Learn Ruby, Course 2: learn about databases with rails, Course 3: Learn about HTML,CSS, JS, etc.) But this introductory course describes everything that goes into making web applications, from front end to back end and compares ruby on rails to the other major frameworks. If you're just trying to get started learning WebApps, as I was, this is very useful.The reason I couldn't give it 5 stars was that there weren't very useful assignments. You learn programming best from doing projects. In this course, there were a few quizes (which aren't as nearly as useful as projects) and the only projects that existed were to simply follow the steps exactly as the professor did in his videos. I think that the makers of the course are 90% of the way to a top course, they just need to add in programming assignments for each week, where you don't just follow the professor. I learned a lot from this course, but without getting the programming projects and exercises needed to reinforce the understanding, it may be hard to retain some of the knowledge.",Neutral,Positive,0.53758335881835
"The class recording could have been made simple. Lots of notations, and would definitely be difficult for people without prior econometrics background.",Negative,Neutral,0.39339458038912783
"The videos were very tedious and convoluted, in addition to being outdated. Almost all of the methods were deprecated by the time I was taking this course. I wouldn't recommend this course at all.",Negative,Neutral,0.4147643494718147
"Material somewhat simplistic and professor likes to ""hold your hand"" rather than exposing the material and letting the student run with it.",Neutral,Positive,0.5046388393350525
"I wanted to ask but it is not possible (there are not chat or discussión).I think this course is interesting but I need to learn more english first and I realy realy want to know it, How I can to know the profits (payoffs) by my company?",Positive,Negative,0.44448124601692224
"A little too basic, and a little too talky. But a good foundation, and well presented at its level.",Positive,Neutral,0.6727990338312418
"Too abstract, too expensive.",Neutral,Negative,0.5392712984735484
good introduction to 3D printing,Neutral,Positive,0.8288480145001269
"A gentle start to the 10-course data science specialization. Would not recommend taking the course just by itself. If you're planning on the specialization, it's a great way to easy in.",Positive,Negative,0.4454614067997493
Videos to explain the materials would be much more useful than how it is right now...,Positive,Neutral,0.462981822222504
"This course is quite challenging for beginners. I tried to do the assignment, the code of the assignment are those that i've never learnt before..i only learnt in the forum. Please review so that learners won't be too stress out..Thanks for your kind attention.",Neutral,Positive,0.6023141660388968
"The lecturer is very good. The course is not very insightful and on the surface. It is business oriented, it doesn't deal with interesting and challenging academic problems.",Negative,Positive,0.4859529107183285
"Since it is an introduction to Swift programming I believe it should contain more information about particular topics, not in depth but essence of course. You have provided a official Swift Apple documentation, so I'm wondering why this short course if It's necessary (read not necessary to know everything for beginning) to know everything about Swift language.",Positive,Neutral,0.4915489625554364
Enjoyable content and presentation but the coarse seemed very short compared to others I've taken. Not a criticism but rather and observation. If it was short on purpose that is one thing but I believe there is more to be said on this topic fundamentally and hope to see this course expanded or a second one produced.I would like to that those involved int its creation.,Positive,Negative,0.4788499481398962
The course concludes the elementary knowledge of Game Theory. But it might be a little bit difficult for a new learner to grasp the key point. The lecture sometimes could be too much academic.,Positive,Neutral,0.521518598417664
"Concepts are explained in a rather structured way and hands-on with Neo4j are interesting.The last part with GraphX is pure copy-paste of orders, it is disappointing and not a good way to practive.",Neutral,Negative,0.3847395416303088
"This course helped me in getting introduced to the IOT space, it is very basic/preliminary in nature but helps in setting up stage/ context for acquiring more knowledge and hands on next sessions of the certification.",Neutral,Positive,0.7771732627296768
The first two weeks where very well structured and as interesting as the first course. In week 4 it seems that there have been materials from other courses puzzled together (Principles of Reactive Programming). That made it a bit difficult to keep on track.,Positive,Neutral,0.4709272972367922
Having different instructors for different modules is confusing,Positive,Neutral,0.45320763639421785
"I would love to see more emphasis on the syntax of the language from where colons should be used to ""try"" then ""except"".",Positive,Neutral,0.5665903970671062
The course is very simple,Negative,Neutral,0.5461883471893305
Can't easily understand one of the instructors. Dislike how it chops and changes instructors in the same course.,Neutral,Positive,0.7369197929561292
This is a pretty basic course. It teaches you three tools to organize your work and home to-do lists. I do not think I will use the system that was taught.,Neutral,Positive,0.49032164324195604
Some of the lectures were tough to follow. Huge disconnect between the course videos and the assignments. QuickCheck assignment was a waste of time for me. Calculator assignment is really good. No assignments related to Week4 course work is disappointing.,Positive,Negative,0.6987358670107271
"It was interesting and informative course. However, I found difficulty in relating lessons and get true meaning of the course",Neutral,Positive,0.5540466081201338
"Good material, but wish it had more assignments to hold you accountable.",Neutral,Positive,0.536975479936256
"It started really well with the deduction and induction ... However, in the later part of the series the explanation and examples were very light and process of creating new models could have been detailed more",Negative,Positive,0.5015847862037767
"Lot to learn about Plato, same with the other course I'm taking On Plato which was great. I wish the instructor, no offense, taught more and told jokes less. I get what he was trying to do I think, but it made it seem like the vids were for starters and then you had hard tests that he didn't prepare you for in the videos. Much easier that I had already read much of Plato and then could read the excerpts for the test or I would have had a real difficult time getting through this course. It was difficult because you had to do a lot of the reading and sometimes it wasn't clear what answers where expected from the reading, perhaps my reading comprehension isn't as good as it should be. It was still a good challenging course though. I could respectfully disagree with how the material was presented though. Hopefully I can find time to join forums and get more out of it as I've finished the class before the class has officially started.",Positive,Negative,0.4540746219435413
The fastest approach to robot motion planning---from someone who knows nothing about the subject.,Positive,Neutral,0.4792733120521552
"The grading system I dont like it. I coded and validated, yet it returned error to me. I was frustrated that I had to opt out of the course.",Negative,Positive,0.5487029385940897
Could be more hands on! for example interactive tutorial where the instructor actually using the functions to demonstrate how things work.,Positive,Negative,0.3682009308057309
"While I enjoyed this course and learned quite a bit, I think the strong leaning of the content toward use of materials for educational purposes should be made much clearer in the class title and description. Another primary complaint is that many of the quiz questions are are poorly written, requiring assumptions to be made outside of the information presented with the question. On a positive note, the wealth of supplementary content is very helpful.",Neutral,Positive,0.4521417017363501
"Extremely useful info, but the material is too shallow to be satisfying.",Neutral,Negative,0.494557347664928
"Raise some philosophical questions for brain storming. However, not much direction of exploring further where philosophy should go.",Positive,Neutral,0.5788357879225994
"A nice course, but there is lack of teachers participation.",Positive,Neutral,0.6685860600567755
"The overall quality of the course is good, but in my opinion the level is quite low and there is less content then I expected. The assignments are more or less copy-paste or very repetitive. The 5-8 hour work per week are a joke, I never needed more than 2.5h per week.",Negative,Neutral,0.4957142578736344
thanks for everythings my teachers:)I hope to visit you soon.,Neutral,Positive,0.9697835838868136
It's a little bit too easy.,Positive,Neutral,0.6351459769676492
The presentation is extraordinary. Practice test helped in excellent intuition. However more methods needs to be developed.,Positive,Neutral,0.5065727616917091
I don't have reasons to rate it less but I will recommend that the gap between the course materials and the assignment levels should be bridged.It took significantly more time in course which almost defeated the whole purpose.,Positive,Negative,0.3913150921833193
"This course was a fairly decent introduction to personal branding. It certainly made me aware of it, although, it did not completely prepare me for the enormous task of consistent branding. It was a good place to start if you know nothing about things like twitter which I didn't.",Positive,Neutral,0.554017126860485
"short, effective and precise, contain all necessary for a initial learner about Business Model Canvas. In my case, I am an intermediate learner, so it was not enough.",Neutral,Positive,0.7446712434048209
I'm really enjoying the course. It gets difficult sometimes since I have no IT background. But there's nothing that can't be figured out. Of course one needs to apply additional efforts for a deeper dive to the subject. Overall it's a great basic course to start with.,Positive,Neutral,0.5089553285950476
"The content of the course was really interesting and made me think about things I didn't think of before. However, I found the layout of this course really confusing. It would be better if there was no division per week, but just a list of mandatory things and a list of optional things.",Positive,Neutral,0.43400230324069555
"Getting things set up is not that exciting, but a necessary part of it. I'm looking forward to learning more.",Positive,Neutral,0.506365321538304
It was helpful but too technical for non-business person to learn about basic project management. It also would have been easier to understand if the information presented were to be broken down into smaller sizes.,Negative,Neutral,0.482205119087124
Good and basic understanding of terms.Can be made vast.,Neutral,Positive,0.7098925019678609
This course fills a gap that is rarely taught by explaining biological origins of musical experiences. The material is very easy to follow. I wish there were more practical exercises or home works to play with the concepts.,Neutral,Positive,0.6597785360856474
This course was so convoluted and not practical that it made me lose complete interest in the specialization.,Negative,Positive,0.36084516273236916
"plain and simple(course content)! I found assignments were very simple , wish increasing in level of difficulty.Modules for reading should be made compulsory.I completed this course in three days.why the hell it needs 4 weeks?There should be serious look at assignments as they are the core part and key measure of understanding and passing should be in terms of questions not percent and there should be increase in number of questions.",Positive,Neutral,0.5900780872897783
I like this course it is very easy because of the trainer,Neutral,Positive,0.8310296831247592
"If I can understand all of these derivatives, why shall I attend your course? It is not helpful course, especially for persons looking for some practical econometrics applications rather than focusing on the mathematics side of it.",Negative,Positive,0.4797969061809663
to easy,Neutral,Positive,0.5013736120970593
"Good material, but even better external material shown by links to blogs or related stuff.Too focused in SCRUM. Maybe other methodologies are worth to explain.I'll not buy it since I'm a SM, but if you are beginning with this topics or want to pursue a SM certificate, this course definitively can help you.",Positive,Negative,0.37545884198318036
this is a very basic course about this three topic .,Positive,Negative,0.4535776607646472
"I was really hoping to complete the data science specialization, but I have found the first couple of courses to be not very cohesive. This course in particular was ok, but lectures and application (projects and assignments) had such a wide gap between them I found that I was mostly teaching myself...",Negative,Neutral,0.4756923020619288
"The content was useful and I do feel a foundation is being set.The area where I think the course fell short is on the support we got from mentors or instructors in the forum, basically null - pun intended. There are some points where it's easy to fall into a rabbit hole, like I did. Without support, a simple challenge supposed to take a few minutes can turn into hours, days.",Neutral,Negative,0.43594218463695467
"Pretty simple, the Univ of Michigan Data Science with Python set the bar pretty high.",Neutral,Positive,0.6910337055159531
Prof Hsu is not enthusiastic / gripping in presentations and so the material he teaches doesnt stick.,Positive,Negative,0.38544528477609924
"I thing this course should have one or two more modules. It's definitely to short to grasp the basics of JavaScript. For complete beginners it should start with a module about Foundations of Programming and after explain in depth what is a method, a property, an event, a calculation, a variable, an object, etc.... After I finished all the modules of this course, always coding along the lectures and having done all the assignments to practice and having read the extra material, by the end of this course I didn't had a solid foundation about how to program in JavaScript. So, if you enrolled the Web Design Specialization, after the HTML & CSS's courses you will have solid foundation about those languages, you will also grasp the basics of Responsive Design course but you will have to do other JavaScript courses to became a Junior Front-End Developer in the ""real life"".",Negative,Positive,0.6677075949055351
"I enjoyed the lectures and content. I would have liked to see more use of clips. The quiz format (select 2, select 3) is not one I find effective and often leads to the creation of ""trick"" question through wording that don't really assess conceptual understanding. The same is true of history class questions of the old school - recall a name, date or place.",Positive,Neutral,0.523592953824809
The course seems like it would benefit parents but does not do much for a nutrition health professional.,Neutral,Negative,0.49715739811765236
"The videos were ok, reading materials added some value, although about three years have passed since the launch of the original course and the materials are all the same. I expected that something new would be introduced to give it a bit more value. But what is very questionable is the architecture of the quizzes. On one hand it goes way beyond the simplicity of the lenght of the course, assume a mindset that extends well beyond this course, and on the other hand after doing the quizzes some times and observing the considered right and wrong answers, some of them - to say the least, are highly ambiguous and express a personal point of view of the instructor in what is right or wrong (what by itself is not very reasonable), and lack ultimately in objectivity regarding the materials covered. I am not by any means saying that the quizzes are hard or simple, I am saying that they lack objectivity and go beyond the scope of the materials and try to put the student on a state of trying to guess what the instructor's opinion is regarding the question at hand. In some cases the 'best' answer chosen is absurd. Highly questionable this approach. Again, I believe that evaluations should be challeging, but these quizzes are a bit esoteric, they lack objectivity.Nonetheless, it is important to say thank you for being present in this platform and having the will to put it together. I wish you luck for the future.",Negative,Neutral,0.4687175396897705
very good. but in general needs more explanations in the videos andIf you introduce more languages it would be better,Positive,Neutral,0.48093672498628703
"This class needs more content, more explanation. It is clearly a very important aspect of Data Science, but the assignments were more complex than the given course content.",Negative,Neutral,0.59598572466414
"The course is too simplistic in my opinion. The entire 7 week course should be condensed into the first week - a single one hour lesson.Still, I appreciate the time and effort of the course staff and thank them for providing the course.",Neutral,Negative,0.45902532465260004
The course has provided the insights into what is machine learning and how machine learning algorithms works. It would be good if it can provide real world problems and how to approach to solve them.,Neutral,Positive,0.9011753509955739
"Very good basic course for everyone interested in the European Union. Here you can learn about the past and the present state of affairs in the EU, as well as get to know some future challenges. The course is filled with lots of EU-related facts and statistics and presents the EU from different points of view. I would say the course is quite a ""light"" one: there are no peer-reviewed assignments and quizzes are rather short and easy, but it definitely gives food for thought. Be aware that the videos are in French but with English subtitles.",Positive,Neutral,0.46415353663200637
I enjoyed the hands-on aspect of this course. I learned more about using Tableau from it that the prior courses in the specialization. I give this 3 of 5 stars for 3 reasons:1) My classmates and I think that the instructor left one video out the course which is necessary to answer one of the quiz questions.2) The instructions for at least 2 of the peer-graded assignments are incomplete. The grading criteria requires features that aren't mentioned in the instructions. As a result you need to alter and resubmit the assignments in order to meet all the grading criteria.3) The instructor repeats himself in the course videos. He's present a summary of the video while displaying a Tableau screenshot and then repeat the same summary while displaying a Presentation slide. I feel that more time should have been spent reviewing the Tableau features and eliminate the repetition of the material.,Neutral,Negative,0.4604550732246051
Very basic info suited for highschool students. Many errors in transcripts that you will just have to slog through.,Negative,Neutral,0.420600965574411
"The second part of the course is very good. But first part, with introductions and definitions were very ""heavy"".",Neutral,Positive,0.6141766503493135
"I want to give 3.5 stars but there is only option for 3 or 4.Given that it's geared more towards wanna be managers in this field. I would have expected lot of case studies, and links to additional material for individual reading plus a mini write up or a project at the end.For MOOCs to compete with a degree program or an onsite instruction few of the things I think that are needed areInterviews with industry practitioners which is a big plus.interviews/postings from people with similar background as the 90% of the MOOC students of this program who made it... this motivates the students from dropping from the middle of the course/specilization programslinks to additional articles that the students can read at leisurewriteup/project as assignments that the students can pursue and publish (not necessarily for grade but as a mind jogger)One more thing that I think should help (not specific to this course) is that the student with the best grade should be offered one free course and think this will motivate the students to complete the courses.",Neutral,Negative,0.500482361967224
"While I enjoyed most of the content of this course, I felt that it was one long advertisement for Duetto. I will certainly continue the course series because I enjoy the learning. Also, a note for presenters, please be aware of how distracting so many hand gestures can be. Thanks!",Neutral,Positive,0.5511153231583493
